ano,mes,regiao,uf,nome_uf,descricao_sexo,faixa_etaria,tipo_sintoma,descricao_pergunta,qtd_registros
2020,9,Nordeste,27,Alagoas,Mulher,11-20,,Providência tomada para recuperar dos sintomas foi outra,1
2020,9,Nordeste,28,Sergipe,Mulher,41-50,,"Na semana passada, estava temporariamente afastado de algum trabalho?",49
2020,9,Nordeste,28,Sergipe,Homem,51-60,,"Na semana passada, estava temporariamente afastado de algum trabalho?",40
2020,9,Nordeste,28,Sergipe,Homem,21-30,,"Na semana passada, estava temporariamente afastado de algum trabalho?",16
2020,9,Nordeste,28,Sergipe,Homem,31-40,,Providência tomada para recuperar dos sintomas foi outra,1
2020,9,Nordeste,29,Bahia,Mulher,41-50,,"Na semana passada, estava temporariamente afastado de algum trabalho?",119
2020,9,Nordeste,29,Bahia,Homem,71+,,Providência tomada para recuperar dos sintomas foi outra,1
2020,9,Sudeste,31,Minas Gerais,Homem,31-40,,"Na semana passada, estava temporariamente afastado de algum trabalho?",102
2020,9,Sudeste,31,Minas Gerais,Mulher,71+,,Providência tomada para recuperar dos sintomas foi outra,5
2020,9,Sudeste,32,Espírito Santo,Mulher,21-30,,"Na semana passada, estava temporariamente afastado de algum trabalho?",59
2020,9,Norte,12,Acre,Homem,51-60,,Tem mais de um trabalho,9
2020,9,Norte,13,Amazonas,Mulher,71+,,Tem mais de um trabalho,1
2020,9,Norte,14,Roraima,Homem,41-50,,Tem mais de um trabalho,9
2020,9,Norte,17,Tocantins,Mulher,61-70,,Tem mais de um trabalho,3
2020,9,Nordeste,22,Piauí,Homem,31-40,,Tem mais de um trabalho,27
2020,9,Nordeste,23,Ceará,Homem,41-50,,Tem mais de um trabalho,47
2020,9,Nordeste,23,Ceará,Homem,61-70,,Tem mais de um trabalho,18
2020,9,Nordeste,26,Pernambuco,Mulher,11-20,,Tem mais de um trabalho,1
2020,9,Nordeste,27,Alagoas,Homem,21-30,,Tem mais de um trabalho,14
2020,9,Nordeste,27,Alagoas,Mulher,21-30,,Tem mais de um trabalho,11
2020,9,Nordeste,27,Alagoas,Mulher,11-20,,Tem mais de um trabalho,3
2020,9,Nordeste,28,Sergipe,Homem,31-40,,Tem mais de um trabalho,37
2020,9,Sudeste,31,Minas Gerais,Mulher,41-50,,Tem mais de um trabalho,107
2020,9,Sudeste,31,Minas Gerais,Mulher,61-70,,Tem mais de um trabalho,9
2020,9,Sudeste,32,Espírito Santo,Homem,71+,,Tem mais de um trabalho,2
2020,9,Norte,11,Rondônia,Homem,41-50,,Providência tomada para recuperar dos sintomas foi ligar para algum profissional de saúde,1
2020,9,Norte,13,Amazonas,Mulher,21-30,,Providência tomada para recuperar dos sintomas foi ligar para algum profissional de saúde,2
2020,9,Norte,13,Amazonas,Homem,51-60,,Providência tomada para recuperar dos sintomas foi ligar para algum profissional de saúde,1
2020,9,Norte,14,Roraima,Mulher,0-10,,Providência tomada para recuperar dos sintomas foi ligar para algum profissional de saúde,1
2020,9,Nordeste,23,Ceará,Mulher,31-40,,Providência tomada para recuperar dos sintomas foi ligar para algum profissional de saúde,3
2020,9,Nordeste,24,Rio Grande do Norte,Mulher,61-70,,Providência tomada para recuperar dos sintomas foi ligar para algum profissional de saúde,1
2020,9,Nordeste,25,Paraíba,Homem,0-10,,Providência tomada para recuperar dos sintomas foi ligar para algum profissional de saúde,1
2020,9,Nordeste,25,Paraíba,Mulher,71+,,Providência tomada para recuperar dos sintomas foi ligar para algum profissional de saúde,1
2020,9,Sudeste,33,Rio de Janeiro,Mulher,71+,,Providência tomada para recuperar dos sintomas foi ligar para algum profissional de saúde,1
2020,9,Nordeste,28,Sergipe,Homem,0-10,Respiratório leve,Na semana passada teve dor de garganta?,9
2020,9,Nordeste,28,Sergipe,Mulher,41-50,Respiratório grave,Na semana passada teve dificuldade para respirar?,4
2020,9,Nordeste,28,Sergipe,Homem,71+,Respiratório leve,Na semana passada teve dor de garganta?,2
2020,9,Nordeste,29,Bahia,Mulher,61-70,Respiratório leve,Na semana passada teve dor de garganta?,6
2020,9,Nordeste,29,Bahia,Homem,0-10,Respiratório leve,Na semana passada teve dor de garganta?,8
2020,9,Sudeste,32,Espírito Santo,Homem,51-60,Respiratório leve,Na semana passada teve dor de garganta?,11
2020,9,Norte,12,Acre,Mulher,0-10,Sintoma geral,Na semana passada teve febre?,7
2020,9,Norte,12,Acre,Homem,71+,Sintoma geral,Na semana passada teve febre?,2
2020,9,Norte,13,Amazonas,Mulher,61-70,Sintoma geral,Na semana passada teve febre?,3
2020,9,Norte,15,Pará,Mulher,61-70,Sintoma geral,Na semana passada teve febre?,3
2020,9,Norte,15,Pará,Mulher,51-60,Sintoma geral,Na semana passada teve febre?,9
2020,9,Norte,16,Amapá,Mulher,21-30,Sintoma geral,Na semana passada teve febre?,3
2020,9,Norte,16,Amapá,Mulher,31-40,Sintoma geral,Na semana passada teve febre?,6
2020,9,Norte,16,Amapá,Mulher,61-70,Sintoma geral,Na semana passada teve febre?,1
2020,9,Norte,17,Tocantins,Mulher,0-10,Sintoma geral,Na semana passada teve febre?,1
2020,9,Nordeste,22,Piauí,Homem,11-20,Sintoma geral,Na semana passada teve febre?,3
2020,9,Nordeste,24,Rio Grande do Norte,Homem,41-50,Sintoma geral,Na semana passada teve febre?,3
2020,9,Nordeste,26,Pernambuco,Mulher,51-60,Sintoma geral,Na semana passada teve febre?,11
2020,9,Nordeste,26,Pernambuco,Homem,21-30,Sintoma geral,Na semana passada teve febre?,5
2020,9,Nordeste,28,Sergipe,Mulher,11-20,Sintoma geral,Na semana passada teve febre?,4
2020,9,Nordeste,28,Sergipe,Homem,71+,Sintoma geral,Na semana passada teve febre?,4
2020,9,Nordeste,29,Bahia,Homem,21-30,Sintoma geral,Na semana passada teve febre?,8
2020,9,Nordeste,29,Bahia,Homem,61-70,Sintoma geral,Na semana passada teve febre?,1
2020,9,Sudeste,32,Espírito Santo,Homem,61-70,Sintoma geral,Na semana passada teve febre?,3
2020,9,Sudeste,32,Espírito Santo,Mulher,0-10,Sintoma geral,Na semana passada teve febre?,7
2020,9,Norte,11,Rondônia,Mulher,61-70,Respiratório grave,Na semana passada teve dor no peito?,3
2020,9,Norte,11,Rondônia,Mulher,11-20,Respiratório grave,Na semana passada teve dor no peito?,2
2020,9,Norte,12,Acre,Mulher,21-30,Respiratório grave,Na semana passada teve dor no peito?,3
2020,9,Norte,14,Roraima,Mulher,31-40,Respiratório grave,Na semana passada teve dor no peito?,9
2020,9,Norte,14,Roraima,Homem,51-60,Respiratório grave,Na semana passada teve dor no peito?,4
2020,9,Norte,16,Amapá,Mulher,31-40,Respiratório grave,Na semana passada teve dor no peito?,4
2020,9,Norte,16,Amapá,Mulher,11-20,Respiratório grave,Na semana passada teve dor no peito?,6
2020,9,Norte,17,Tocantins,Homem,21-30,Respiratório grave,Na semana passada teve dor no peito?,3
2020,9,Nordeste,21,Maranhão,Homem,31-40,Respiratório grave,Na semana passada teve dor no peito?,5
2020,9,Nordeste,22,Piauí,Mulher,71+,Respiratório grave,Na semana passada teve dor no peito?,1
2020,9,Nordeste,23,Ceará,Mulher,11-20,Respiratório grave,Na semana passada teve dor no peito?,4
2020,9,Nordeste,25,Paraíba,Mulher,21-30,Respiratório grave,Na semana passada teve dor no peito?,2
2020,9,Nordeste,27,Alagoas,Mulher,51-60,Respiratório grave,Na semana passada teve dor no peito?,6
2020,9,Nordeste,28,Sergipe,Mulher,41-50,,"Por causa disso, foi a algum estabelecimento de saúde?",8
2020,9,Nordeste,28,Sergipe,Homem,11-20,,"Por causa disso, foi a algum estabelecimento de saúde?",10
2020,9,Sudeste,31,Minas Gerais,Homem,31-40,,"Por causa disso, foi a algum estabelecimento de saúde?",32
2020,9,Sudeste,31,Minas Gerais,Mulher,51-60,,"Ao procurar o hospital, teve que ficar internado por um dia ou mais",2
2020,9,Norte,11,Rondônia,Homem,21-30,,"Na semana passada, estava temporariamente afastado de algum trabalho?",18
2020,9,Norte,12,Acre,Mulher,21-30,,"Na semana passada, estava temporariamente afastado de algum trabalho?",41
2020,9,Norte,12,Acre,Homem,41-50,,"Na semana passada, estava temporariamente afastado de algum trabalho?",27
2020,9,Norte,13,Amazonas,Homem,51-60,,"Na semana passada, estava temporariamente afastado de algum trabalho?",44
2020,9,Norte,15,Pará,Homem,41-50,,"Na semana passada, estava temporariamente afastado de algum trabalho?",46
2020,9,Norte,15,Pará,Homem,31-40,,"Na semana passada, estava temporariamente afastado de algum trabalho?",49
2020,9,Norte,16,Amapá,Mulher,31-40,,"Na semana passada, estava temporariamente afastado de algum trabalho?",17
2020,9,Norte,17,Tocantins,Mulher,61-70,,Providência tomada para recuperar dos sintomas foi outra,1
2020,9,Nordeste,21,Maranhão,Mulher,71+,,"Na semana passada, estava temporariamente afastado de algum trabalho?",2
2020,9,Nordeste,21,Maranhão,Homem,71+,,Providência tomada para recuperar dos sintomas foi outra,2
2020,9,Nordeste,21,Maranhão,Homem,61-70,,Providência tomada para recuperar dos sintomas foi outra,1
2020,9,Nordeste,22,Piauí,Homem,61-70,,"Na semana passada, estava temporariamente afastado de algum trabalho?",16
2020,9,Nordeste,24,Rio Grande do Norte,Homem,61-70,,"Na semana passada, estava temporariamente afastado de algum trabalho?",16
2020,9,Nordeste,24,Rio Grande do Norte,Mulher,31-40,,Providência tomada para recuperar dos sintomas foi outra,2
2020,9,Nordeste,25,Paraíba,Homem,51-60,,"Na semana passada, estava temporariamente afastado de algum trabalho?",45
2020,9,Nordeste,25,Paraíba,Homem,11-20,,Providência tomada para recuperar dos sintomas foi outra,1
2020,9,Nordeste,27,Alagoas,Mulher,61-70,,"Na semana passada, estava temporariamente afastado de algum trabalho?",11
2020,9,Nordeste,27,Alagoas,Homem,11-20,,"Na semana passada, estava temporariamente afastado de algum trabalho?",7
2020,9,Nordeste,29,Bahia,Homem,31-40,,"Na semana passada, estava temporariamente afastado de algum trabalho?",54
2020,9,Sudeste,31,Minas Gerais,Mulher,31-40,,"Na semana passada, estava temporariamente afastado de algum trabalho?",203
2020,9,Sudeste,31,Minas Gerais,Mulher,41-50,,Providência tomada para recuperar dos sintomas foi outra,4
2020,9,Sudeste,32,Espírito Santo,Homem,41-50,,"Na semana passada, estava temporariamente afastado de algum trabalho?",57
2020,9,Norte,12,Acre,Homem,31-40,,Tem mais de um trabalho,17
2020,9,Norte,13,Amazonas,Homem,61-70,,Tem mais de um trabalho,4
2020,9,Norte,14,Roraima,Homem,31-40,,Tem mais de um trabalho,19
2020,9,Norte,14,Roraima,Mulher,61-70,,Tem mais de um trabalho,1
2020,9,Norte,15,Pará,Mulher,31-40,,Tem mais de um trabalho,30
2020,9,Norte,15,Pará,Mulher,21-30,,Tem mais de um trabalho,18
2020,9,Norte,17,Tocantins,Mulher,41-50,,Tem mais de um trabalho,17
2020,9,Nordeste,21,Maranhão,Homem,61-70,,Tem mais de um trabalho,13
2020,9,Nordeste,22,Piauí,Mulher,11-20,,Tem mais de um trabalho,2
2020,9,Nordeste,22,Piauí,Homem,71+,,Tem mais de um trabalho,1
2020,9,Nordeste,24,Rio Grande do Norte,Mulher,21-30,,Tem mais de um trabalho,14
2020,9,Nordeste,25,Paraíba,Homem,41-50,,Tem mais de um trabalho,37
2020,9,Nordeste,26,Pernambuco,Homem,31-40,,Tem mais de um trabalho,53
2020,9,Nordeste,26,Pernambuco,Mulher,71+,,Tem mais de um trabalho,1
2020,9,Nordeste,27,Alagoas,Mulher,61-70,,Tem mais de um trabalho,1
2020,9,Nordeste,29,Bahia,Homem,31-40,,Tem mais de um trabalho,61
2020,9,Nordeste,29,Bahia,Homem,61-70,,Tem mais de um trabalho,14
2020,9,Sudeste,31,Minas Gerais,Mulher,31-40,,Tem mais de um trabalho,109
2020,9,Sudeste,31,Minas Gerais,Homem,61-70,,Tem mais de um trabalho,33
2020,9,Sudeste,32,Espírito Santo,Homem,61-70,,Tem mais de um trabalho,8
2020,9,Norte,15,Pará,Homem,41-50,,Providência tomada para recuperar dos sintomas foi ligar para algum profissional de saúde,2
2020,9,Nordeste,24,Rio Grande do Norte,Mulher,11-20,,Providência tomada para recuperar dos sintomas foi ligar para algum profissional de saúde,1
2020,9,Nordeste,26,Pernambuco,Mulher,11-20,,Providência tomada para recuperar dos sintomas foi ligar para algum profissional de saúde,1
2020,9,Nordeste,27,Alagoas,Mulher,0-10,Respiratório grave,Na semana passada teve dificuldade para respirar?,2
2020,9,Nordeste,28,Sergipe,Mulher,61-70,Respiratório grave,Na semana passada teve dificuldade para respirar?,1
2020,9,Nordeste,29,Bahia,Homem,71+,Respiratório leve,Na semana passada teve dor de garganta?,5
2020,9,Sudeste,31,Minas Gerais,Mulher,31-40,Respiratório grave,Na semana passada teve dificuldade para respirar?,17
2020,9,Sudeste,31,Minas Gerais,Mulher,0-10,Respiratório grave,Na semana passada teve dificuldade para respirar?,4
2020,9,Sudeste,32,Espírito Santo,Homem,31-40,Respiratório grave,Na semana passada teve dificuldade para respirar?,4
2020,9,Norte,12,Acre,Mulher,71+,Sintoma geral,Na semana passada teve febre?,3
2020,9,Norte,12,Acre,Mulher,41-50,Sintoma geral,Na semana passada teve febre?,5
2020,9,Norte,13,Amazonas,Mulher,31-40,Sintoma geral,Na semana passada teve febre?,5
2020,9,Norte,14,Roraima,Homem,61-70,Sintoma geral,Na semana passada teve febre?,2
2020,9,Norte,14,Roraima,Mulher,71+,Sintoma geral,Na semana passada teve febre?,2
2020,9,Norte,15,Pará,Homem,0-10,Sintoma geral,Na semana passada teve febre?,21
2020,9,Norte,17,Tocantins,Mulher,41-50,Sintoma geral,Na semana passada teve febre?,6
2020,9,Norte,17,Tocantins,Mulher,11-20,Sintoma geral,Na semana passada teve febre?,5
2020,9,Nordeste,21,Maranhão,Homem,41-50,Sintoma geral,Na semana passada teve febre?,19
2020,9,Nordeste,21,Maranhão,Mulher,61-70,Sintoma geral,Na semana passada teve febre?,9
2020,9,Nordeste,21,Maranhão,Homem,51-60,Sintoma geral,Na semana passada teve febre?,14
2020,9,Nordeste,22,Piauí,Homem,61-70,Sintoma geral,Na semana passada teve febre?,4
2020,9,Nordeste,23,Ceará,Mulher,61-70,Sintoma geral,Na semana passada teve febre?,6
2020,9,Nordeste,25,Paraíba,Homem,21-30,Sintoma geral,Na semana passada teve febre?,2
2020,9,Nordeste,26,Pernambuco,Homem,31-40,Sintoma geral,Na semana passada teve febre?,7
2020,9,Nordeste,29,Bahia,Homem,11-20,Sintoma geral,Na semana passada teve febre?,6
2020,9,Norte,11,Rondônia,Mulher,31-40,Respiratório grave,Na semana passada teve dor no peito?,4
2020,9,Norte,13,Amazonas,Mulher,31-40,Respiratório grave,Na semana passada teve dor no peito?,7
2020,9,Norte,13,Amazonas,Homem,31-40,Respiratório grave,Na semana passada teve dor no peito?,6
2020,9,Norte,14,Roraima,Mulher,51-60,Respiratório grave,Na semana passada teve dor no peito?,3
2020,9,Norte,15,Pará,Mulher,71+,Respiratório grave,Na semana passada teve dor no peito?,1
2020,9,Norte,17,Tocantins,Mulher,61-70,Respiratório grave,Na semana passada teve dor no peito?,2
2020,9,Nordeste,21,Maranhão,Homem,61-70,Respiratório grave,Na semana passada teve dor no peito?,3
2020,9,Nordeste,21,Maranhão,Mulher,0-10,Respiratório grave,Na semana passada teve dor no peito?,1
2020,9,Nordeste,21,Maranhão,Homem,11-20,Respiratório grave,Na semana passada teve dor no peito?,2
2020,9,Nordeste,23,Ceará,Mulher,51-60,Respiratório grave,Na semana passada teve dor no peito?,2
2020,9,Nordeste,24,Rio Grande do Norte,Mulher,41-50,Respiratório grave,Na semana passada teve dor no peito?,1
2020,9,Nordeste,24,Rio Grande do Norte,Mulher,11-20,Respiratório grave,Na semana passada teve dor no peito?,1
2020,9,Nordeste,26,Pernambuco,Homem,31-40,Respiratório grave,Na semana passada teve dor no peito?,2
2020,9,Nordeste,26,Pernambuco,Mulher,41-50,Respiratório grave,Na semana passada teve dor no peito?,3
2020,9,Nordeste,27,Alagoas,Homem,11-20,Respiratório grave,Na semana passada teve dor no peito?,4
2020,9,Nordeste,28,Sergipe,Mulher,31-40,Respiratório grave,Na semana passada teve dor no peito?,4
2020,9,Sudeste,31,Minas Gerais,Mulher,71+,Respiratório grave,Na semana passada teve dor no peito?,6
2020,9,Sudeste,32,Espírito Santo,Homem,41-50,Respiratório grave,Na semana passada teve dor no peito?,1
2020,9,Nordeste,29,Bahia,Mulher,0-10,,"Por causa disso, foi a algum estabelecimento de saúde?",11
2020,9,Nordeste,29,Bahia,Homem,41-50,,"Por causa disso, foi a algum estabelecimento de saúde?",5
2020,9,Sudeste,32,Espírito Santo,Mulher,51-60,,"Por causa disso, foi a algum estabelecimento de saúde?",13
2020,9,Sudeste,32,Espírito Santo,Homem,61-70,,"Por causa disso, foi a algum estabelecimento de saúde?",3
2020,9,Sudeste,33,Rio de Janeiro,Homem,21-30,,"Ao procurar o hospital, teve que ficar internado por um dia ou mais",1
2020,9,Sudeste,33,Rio de Janeiro,Mulher,21-30,,"Ao procurar o hospital, teve que ficar internado por um dia ou mais",1
2020,9,Norte,11,Rondônia,Homem,51-60,,"Na semana passada, estava temporariamente afastado de algum trabalho?",17
2020,9,Norte,13,Amazonas,Mulher,11-20,,"Na semana passada, estava temporariamente afastado de algum trabalho?",7
2020,9,Norte,13,Amazonas,Homem,51-60,,Providência tomada para recuperar dos sintomas foi outra,2
2020,9,Norte,14,Roraima,Homem,51-60,,"Na semana passada, estava temporariamente afastado de algum trabalho?",18
2020,9,Norte,14,Roraima,Mulher,71+,,"Na semana passada, estava temporariamente afastado de algum trabalho?",1
2020,9,Norte,15,Pará,Mulher,51-60,,"Na semana passada, estava temporariamente afastado de algum trabalho?",56
2020,9,Norte,17,Tocantins,Mulher,41-50,,"Na semana passada, estava temporariamente afastado de algum trabalho?",29
2020,9,Nordeste,21,Maranhão,Mulher,21-30,,Providência tomada para recuperar dos sintomas foi outra,2
2020,9,Nordeste,22,Piauí,Homem,41-50,,"Na semana passada, estava temporariamente afastado de algum trabalho?",27
2020,9,Nordeste,22,Piauí,Mulher,11-20,,"Na semana passada, estava temporariamente afastado de algum trabalho?",3
2020,9,Nordeste,24,Rio Grande do Norte,Mulher,31-40,,"Na semana passada, estava temporariamente afastado de algum trabalho?",56
2020,9,Nordeste,24,Rio Grande do Norte,Homem,41-50,,"Na semana passada, estava temporariamente afastado de algum trabalho?",37
2020,9,Nordeste,24,Rio Grande do Norte,Homem,21-30,,Providência tomada para recuperar dos sintomas foi outra,2
2020,9,Nordeste,25,Paraíba,Mulher,51-60,,"Na semana passada, estava temporariamente afastado de algum trabalho?",38
2020,9,Nordeste,26,Pernambuco,Homem,71+,,Providência tomada para recuperar dos sintomas foi outra,1
2020,9,Nordeste,28,Sergipe,Mulher,21-30,,"Na semana passada, estava temporariamente afastado de algum trabalho?",23
2020,9,Nordeste,29,Bahia,Homem,51-60,,"Na semana passada, estava temporariamente afastado de algum trabalho?",68
2020,9,Sudeste,31,Minas Gerais,Mulher,21-30,,"Na semana passada, estava temporariamente afastado de algum trabalho?",131
2020,9,Sudeste,31,Minas Gerais,Homem,51-60,,Providência tomada para recuperar dos sintomas foi outra,3
2020,9,Sudeste,32,Espírito Santo,Mulher,51-60,,"Na semana passada, estava temporariamente afastado de algum trabalho?",77
2020,9,Sudeste,32,Espírito Santo,Homem,31-40,,"Na semana passada, estava temporariamente afastado de algum trabalho?",52
2020,9,Sudeste,32,Espírito Santo,Mulher,71+,,"Na semana passada, estava temporariamente afastado de algum trabalho?",6
2020,9,Norte,12,Acre,Mulher,11-20,,Tem mais de um trabalho,1
2020,9,Norte,15,Pará,Mulher,51-60,,Tem mais de um trabalho,11
2020,9,Norte,15,Pará,Homem,51-60,,Tem mais de um trabalho,23
2020,9,Norte,16,Amapá,Homem,61-70,,Tem mais de um trabalho,2
2020,9,Norte,16,Amapá,Homem,51-60,,Tem mais de um trabalho,4
2020,9,Norte,16,Amapá,Mulher,21-30,,Tem mais de um trabalho,3
2020,9,Norte,17,Tocantins,Mulher,21-30,,Tem mais de um trabalho,3
2020,9,Nordeste,22,Piauí,Homem,41-50,,Tem mais de um trabalho,29
2020,9,Nordeste,23,Ceará,Mulher,31-40,,Tem mais de um trabalho,31
2020,9,Nordeste,29,Bahia,Homem,51-60,,Tem mais de um trabalho,36
2020,9,Norte,11,Rondônia,Mulher,31-40,,Providência tomada para recuperar dos sintomas foi ligar para algum profissional de saúde,2
2020,9,Norte,13,Amazonas,Mulher,0-10,,Providência tomada para recuperar dos sintomas foi ligar para algum profissional de saúde,3
2020,9,Norte,15,Pará,Mulher,11-20,,Providência tomada para recuperar dos sintomas foi ligar para algum profissional de saúde,1
2020,9,Norte,15,Pará,Homem,51-60,,Providência tomada para recuperar dos sintomas foi ligar para algum profissional de saúde,1
2020,9,Nordeste,29,Bahia,Homem,61-70,,Providência tomada para recuperar dos sintomas foi ligar para algum profissional de saúde,1
2020,9,Nordeste,29,Bahia,Mulher,41-50,,Providência tomada para recuperar dos sintomas foi ligar para algum profissional de saúde,4
2020,9,Sudeste,31,Minas Gerais,Mulher,41-50,,Providência tomada para recuperar dos sintomas foi ligar para algum profissional de saúde,3
2020,9,Sudeste,32,Espírito Santo,Mulher,61-70,,Providência tomada para recuperar dos sintomas foi ligar para algum profissional de saúde,2
2020,9,Sudeste,32,Espírito Santo,Homem,31-40,,Providência tomada para recuperar dos sintomas foi ligar para algum profissional de saúde,1
2020,9,Nordeste,28,Sergipe,Mulher,31-40,Respiratório leve,Na semana passada teve dor de garganta?,7
2020,9,Nordeste,28,Sergipe,Mulher,21-30,Respiratório grave,Na semana passada teve dificuldade para respirar?,1
2020,9,Nordeste,28,Sergipe,Mulher,0-10,Respiratório leve,Na semana passada teve dor de garganta?,5
2020,9,Nordeste,28,Sergipe,Homem,0-10,Respiratório grave,Na semana passada teve dificuldade para respirar?,3
2020,9,Nordeste,29,Bahia,Mulher,31-40,Respiratório grave,Na semana passada teve dificuldade para respirar?,3
2020,9,Norte,12,Acre,Mulher,51-60,Sintoma geral,Na semana passada teve febre?,4
2020,9,Norte,12,Acre,Homem,11-20,Sintoma geral,Na semana passada teve febre?,7
2020,9,Norte,12,Acre,Mulher,61-70,Sintoma geral,Na semana passada teve febre?,2
2020,9,Norte,13,Amazonas,Homem,11-20,Sintoma geral,Na semana passada teve febre?,9
2020,9,Norte,16,Amapá,Mulher,11-20,Sintoma geral,Na semana passada teve febre?,7
2020,9,Norte,17,Tocantins,Homem,31-40,Sintoma geral,Na semana passada teve febre?,7
2020,9,Norte,17,Tocantins,Homem,51-60,Sintoma geral,Na semana passada teve febre?,4
2020,9,Nordeste,21,Maranhão,Homem,11-20,Sintoma geral,Na semana passada teve febre?,25
2020,9,Nordeste,23,Ceará,Mulher,0-10,Sintoma geral,Na semana passada teve febre?,14
2020,9,Nordeste,25,Paraíba,Homem,61-70,Sintoma geral,Na semana passada teve febre?,3
2020,9,Nordeste,27,Alagoas,Homem,0-10,Sintoma geral,Na semana passada teve febre?,7
2020,9,Nordeste,27,Alagoas,Mulher,21-30,Sintoma geral,Na semana passada teve febre?,9
2020,9,Nordeste,28,Sergipe,Mulher,0-10,Sintoma geral,Na semana passada teve febre?,10
2020,9,Nordeste,28,Sergipe,Mulher,71+,Sintoma geral,Na semana passada teve febre?,3
2020,9,Nordeste,29,Bahia,Homem,31-40,Sintoma geral,Na semana passada teve febre?,9
2020,9,Sudeste,31,Minas Gerais,Homem,61-70,Sintoma geral,Na semana passada teve febre?,5
2020,9,Sudeste,32,Espírito Santo,Homem,41-50,Sintoma geral,Na semana passada teve febre?,4
2020,9,Sudeste,32,Espírito Santo,Mulher,31-40,Sintoma geral,Na semana passada teve febre?,9
2020,9,Norte,11,Rondônia,Homem,31-40,Respiratório grave,Na semana passada teve dor no peito?,3
2020,9,Norte,13,Amazonas,Homem,51-60,Respiratório grave,Na semana passada teve dor no peito?,8
2020,9,Norte,14,Roraima,Homem,61-70,Respiratório grave,Na semana passada teve dor no peito?,4
2020,9,Norte,14,Roraima,Homem,31-40,Respiratório grave,Na semana passada teve dor no peito?,7
2020,9,Norte,15,Pará,Mulher,31-40,Respiratório grave,Na semana passada teve dor no peito?,7
2020,9,Norte,16,Amapá,Mulher,21-30,Respiratório grave,Na semana passada teve dor no peito?,1
2020,9,Norte,17,Tocantins,Mulher,21-30,Respiratório grave,Na semana passada teve dor no peito?,6
2020,9,Norte,17,Tocantins,Homem,0-10,Respiratório grave,Na semana passada teve dor no peito?,1
2020,9,Nordeste,23,Ceará,Mulher,41-50,Respiratório grave,Na semana passada teve dor no peito?,6
2020,9,Nordeste,23,Ceará,Homem,61-70,Respiratório grave,Na semana passada teve dor no peito?,1
2020,9,Nordeste,23,Ceará,Homem,71+,Respiratório grave,Na semana passada teve dor no peito?,2
2020,9,Nordeste,23,Ceará,Mulher,21-30,Respiratório grave,Na semana passada teve dor no peito?,2
2020,9,Nordeste,27,Alagoas,Homem,51-60,Respiratório grave,Na semana passada teve dor no peito?,4
2020,9,Nordeste,29,Bahia,Homem,71+,Respiratório grave,Na semana passada teve dor no peito?,1
2020,9,Sudeste,31,Minas Gerais,Mulher,31-40,Respiratório grave,Na semana passada teve dor no peito?,7
2020,9,Sudeste,31,Minas Gerais,Homem,0-10,Respiratório grave,Na semana passada teve dor no peito?,1
2020,9,Sudeste,32,Espírito Santo,Mulher,51-60,Respiratório grave,Na semana passada teve dor no peito?,4
2020,9,Nordeste,28,Sergipe,Homem,0-10,,"Por causa disso, foi a algum estabelecimento de saúde?",8
2020,9,Nordeste,29,Bahia,Mulher,41-50,,"Por causa disso, foi a algum estabelecimento de saúde?",23
2020,9,Nordeste,29,Bahia,Mulher,51-60,,"Ao procurar o hospital, teve que ficar internado por um dia ou mais",1
2020,9,Nordeste,29,Bahia,Homem,71+,,"Ao procurar o hospital, teve que ficar internado por um dia ou mais",2
2020,9,Sudeste,31,Minas Gerais,Mulher,11-20,,"Por causa disso, foi a algum estabelecimento de saúde?",15
2020,9,Sudeste,31,Minas Gerais,Mulher,71+,,"Ao procurar o hospital, teve que ficar internado por um dia ou mais",2
2020,9,Sudeste,32,Espírito Santo,Mulher,41-50,,"Por causa disso, foi a algum estabelecimento de saúde?",15
2020,9,Sudeste,32,Espírito Santo,Mulher,11-20,,"Por causa disso, foi a algum estabelecimento de saúde?",1
2020,9,Norte,12,Acre,Homem,51-60,,"Na semana passada, estava temporariamente afastado de algum trabalho?",41
2020,9,Norte,13,Amazonas,Homem,11-20,,"Na semana passada, estava temporariamente afastado de algum trabalho?",11
2020,9,Norte,14,Roraima,Mulher,31-40,,"Na semana passada, estava temporariamente afastado de algum trabalho?",29
2020,9,Nordeste,21,Maranhão,Homem,41-50,,"Na semana passada, estava temporariamente afastado de algum trabalho?",68
2020,9,Nordeste,21,Maranhão,Homem,21-30,,"Na semana passada, estava temporariamente afastado de algum trabalho?",52
2020,9,Nordeste,21,Maranhão,Homem,31-40,,"Na semana passada, estava temporariamente afastado de algum trabalho?",69
2020,9,Nordeste,22,Piauí,Mulher,31-40,,"Na semana passada, estava temporariamente afastado de algum trabalho?",29
2020,9,Nordeste,22,Piauí,Mulher,41-50,,"Na semana passada, estava temporariamente afastado de algum trabalho?",36
2020,9,Nordeste,22,Piauí,Mulher,41-50,,Providência tomada para recuperar dos sintomas foi outra,1
2020,9,Nordeste,23,Ceará,Mulher,11-20,,"Na semana passada, estava temporariamente afastado de algum trabalho?",8
2020,9,Nordeste,24,Rio Grande do Norte,Mulher,41-50,,"Na semana passada, estava temporariamente afastado de algum trabalho?",50
2020,9,Nordeste,24,Rio Grande do Norte,Homem,71+,,"Na semana passada, estava temporariamente afastado de algum trabalho?",7
